Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
06/01/2016,Mortgage,"I am in need of immediate assistance with my mortgage company, Carrington Mortgage Services. I am behind on my mortgage and faced foreclosure which is a final judgment made. I went to a realtor and was attempting to do a short sale on my home as I thought that was the only alternative. Carrington said that since I have an FHA mortgage I had to go through a modification first. I contacted them and they sent me a packet that was to be returned on XXXX XXXX. I did that. I also sat with a HUD counseling agency, XXXX, and we both put all the paperwork together that was to be submitted by XXXX XXXX. When I sent the packet, I followed up and Carrington rep confirmed receipt of all my documents. During the gathering of the documents, a sheriff 's sale notice was taped on my front door. I contact the the sheriff 's office in XXXX, NJ and was advised to come in and apply for XXXX ( XXXX ) of XXXX ( XXXX ) adjournments. I did that on XXXX XXXX and continued to gather the documents to be sent to the mortgage company for the modification. On XXXX XXXX, I contact them and was told that they would not be reviewing my packet because it had to be in by 37 days prior to a scheduled sheriff 's sale which according to their records, is XXXX XXXX, 2016. I explained to the rep that I got an adjournment until XXXX XXXX. She told me to submit additional paperwork along with the sheriff 's sale notice of adjournment by XXXX. I did that. I then called on Friday, XXXX XXXX and was told that they still will not be accepting my application because it was too late and I did n't get the information in on time. I asked to speak with a supervisor and was transferred to XXXX. He told me to resubmit ( reapply ) my information and include ( again ) the sheriff 's sale notice regarding the adjournment. I did so after speaking with him. I also expressed my dismay and confusion as to why he 's asking me to do this XXXX by coming back and saying they wo n't review my information because I am too late and not within the time frame of 27 days before a scheduled sale. I tried to explain to him that the sale was postponed and they have that information in the packet I had to send on XXXX XXXX by XXXX. I even told him what page number it was on in the pdf file that was sent. He said nothing as if he was n't even looking at my documents. After getting off the phone, I cried. I then contacted the HOPE hotline and was referred to the HUD National Servicing Center to file a complaint. A woman left me a message from HUD today to tell me that she spoke with Carrington and they will not review my paperwork and are proceeding with the sheriff sale of XXXX XXXX. Someone please help. Carrington is n't even looking at my paperwork. I do n't know if they can proceed with the sale tomorrow given that I have an adjournment or not. I do n't know what to do at this point. I want to try to keep my home and realize I am going to struggle to do so, but where do I go from here? I need someone to really listen and help me. The rep from XXXX suggested I submit this complaint to your office so that you may be either able to help me or at least monitor what is going on. If you need additional documentation, I can send to you. However ; the file is large and will come in a zip file. Pls advise. Thank you so much for all you can do to help. Regards, XXXX XXXX XXXX",,"CARRINGTON MORTGAGE SERVICES, LLC",NJ,080XX,,Consent provided,Web,06/01/2016,Closed with explanation,Yes,No,1947309
11/25/2013,Debt collection,,,"ENOVA INTERNATIONAL, INC.",OH,43123,,,Web,11/26/2013,Closed with explanation,Yes,No,612178
03/17/2014,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,NC,279XX,,,Referral,03/20/2014,Closed with non-monetary relief,Yes,No,760705
02/07/2017,Mortgage,,Company believes the complaint is the result of a misunderstanding,Ditech Financial LLC,NJ,08055,,,Referral,02/10/2017,Closed with explanation,Yes,Yes,2332703
02/24/2017,Consumer Loan,,,AMERICAN HONDA FINANCE CORP,FL,34985,,Consent not provided,Web,02/24/2017,Closed with explanation,Yes,No,2360697
04/16/2013,Bank account or service,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32763,,,Phone,04/17/2013,Closed with explanation,Yes,No,383410
01/04/2019,Checking or savings account,"On XX/XX/XXXX, I opened a Citibank checking and savings account with the agreement that I'd be given a {$400.00} bonus. Citibank 's requirements : "" Within 30 days of opening your account deposit {$15000.00} New-to-Citibank funds between the new checking and savings accounts.

Maintain a minimum balance of {$15000.00} between the checking and savings accounts for 60 consecutive calendar days. 
Get {$400.00} deposited to your account! '' By XX/XX/XXXX, I met the requirement of depositing {$15000.00} in my checking account. 
I have kept the {$15000.00} in my checking account to this day of XX/XX/XXXX. My balance never dropped below {$15000.00}. After 60 days, I called Citi to check on the status of the bonus, and confirmed that I have met the requirements. The customer service rep said I'd have to wait 90 days from the day I met the requirements. After 90 days I called again to check the status, and was given another delay. They said they'd open an investigation. Their investigation determined : "" Unfortunately, your account does not qualify for this promotion because the linked savings account closed. '' Well, Citibank closed my savings account without my consent! They closed it because it had a {$0.00} balance. It was closed after 90 days due to inactivity. I had already met the requirement of keeping a {$15000.00} balance between my checking and savings account for 60 days, so it's irrelevant that it was closed after 90 days. 

Furthermore, the document they sent me explaining why they denied the bonus was incorrect in saying I opened the accounts with the {$50000.00} balance requirements. I opened the accounts with the {$15000.00} requirements for the {$400.00} bonus. 

Citibank customer service phone number is impossible to connect to anyone who can help. One rep tried to transfer me to a "" supervisor '' and I was placed on hold for more than an hour.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CO,805XX,,Consent provided,Web,01/05/2019,Closed with monetary relief,Yes,,3117043
01/06/2014,Payday loan,,,"CASHCALL, INC.",NY,10469,,,Web,01/07/2014,Closed with explanation,Yes,No,656332
10/09/2017,"Credit reporting, credit repair services, or other personal consumer reports",,,CAPITAL ONE FINANCIAL CORPORATION,FL,33189,,Consent not provided,Web,10/09/2017,Closed with explanation,Yes,,2697210
09/14/2012,Mortgage,,,PNC Bank N.A.,PA,18901,,,Referral,09/17/2012,Closed with explanation,Yes,No,153570
05/25/2016,Credit card,"I have been a long-term and high volume customer of AMEX. I have a number of secondary cards on my account. When I added the card before thie XXXX, I asked them to expedite the sending of the card, meaning use an overnight service, rather than regular mail. They acknowleged and said they would. But they did n't. It went out regular mail instead. This caused very serious issues and necessitated a change of plans since the card did not arrive in time. 

Last Friday I ordered another card and again asked for it to be expedited. However, because of the previous incident, I wanted to verify that it was, indeed, sent expedited. I called back on Monday and was told that there was some "" temporary issue '' preventing them from seeing how it was actually sent, but the reviewed the notes and found that it the notes were clear that it was to be expedited. I called again last night ( Tuesday ) and was told the same thing, except that this time they opened a ticket to figure out why they could n't determine the status. 

I called back today and found that they *again* sent it regular mail and not expedited. But they also say that once they 've sent a card, they ca n't fix their error and send a new XXXX overnight. 

This is unacceptable. XXXX such mistake happens and I let it go. Making the same mistake twice in a row is unacceptable. Being completely unwilling to fix their mistake by sending a new card is completely unacceptable.",,AMERICAN EXPRESS COMPANY,NY,113XX,,Consent provided,Web,05/25/2016,Closed with monetary relief,Yes,Yes,1941564
07/31/2015,Credit reporting,,,"EQUIFAX, INC.",CO,815XX,Older American,Consent not provided,Web,08/10/2015,Closed with explanation,Yes,No,1496874
07/15/2012,Mortgage,,,JPMORGAN CHASE & CO.,GA,30044,,,Web,07/17/2012,Closed with explanation,Yes,Yes,117578
11/08/2014,Consumer Loan,,,"CITIBANK, N.A.",NC,27587,Servicemember,,Web,11/13/2014,Closed with non-monetary relief,Yes,No,1108643
08/04/2017,Mortgage,"I have an HAMP loan wit XXXX XXXX XXXX which was sent to Nationstar Mortgage. The Hamp loan was for 2 %, 3 % and mature at 4 % in the fourth year. While completing the fourth year the Mortgage company said they are raising the mortgage interest from 4 % - 4.625 % and there are no end in sight. I applied re-modification and they said because I was on time in my payment and not in default they can not help me. I also include a divorce decree where the court request I remove my spouse name on the mortgage, they will not do it. I try to refinance with them and the said no because the property is still under water. I have no where else to go and need help. The new mortgage payment is more that 55 % of my net income and can not continue to afford it. I want to keep my home and now they hold me hostage because I have no where else to go. No mortgage refinancing company will touch me because the property is underwater. I want a permanent interest rate and not floating. Please help me. The following information is necessary Mortgage XXXX Nationstar Mortgage My name : XXXX XXXX XXXX XXXX XXXX XXXX XXXX Account # XXXX",,NATIONSTAR MORTGAGE,MD,207XX,,Consent provided,Web,08/04/2017,Closed with explanation,Yes,,2595363
01/19/2017,Credit reporting,The bill was paid to a different collection company. We have spoke to ic systems and provided proof of payment of the bill and they still will not remove it from my credit report. They still request payment even after XXXX XXXX XXXX stating that there is no bill due. I spoke to XXXX to verify no bill was due and indeed no bill is due and they told me to tell I C System to prove the bill is due or remove it from my credit report and they refused.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"I.C. System, Inc.",IL,620XX,,Consent provided,Web,01/24/2017,Closed with explanation,Yes,No,2296541
11/12/2018,Debt collection,I received a notification from XXXX XXXX about a collection that was placed on my XXXX  report which dropped my score 31 points. It was from Debt Recovery Solutions for the amount of {$1400.00}.,,"Debt Recovery Solutions, LLC",FL,349XX,,Consent provided,Web,11/12/2018,Closed with explanation,Yes,,3072327
12/30/2016,Mortgage,"Bank of America and their cohorts will wrongfully auction off my home and property via Trustee 's Sale at public auction on XX/XX/XXXX at XXXX - and knowingly so. 
As no determination by an Appeals Specialist of the Bank of America Appeals Department has generated a written decision upon completion of an appeal review and the issueance of the Appeal Report of XX/XX/XXXX granting Making Home Affordable ( MHA ) Home Affordable Modification Program ( HAMP ) Trial Payment Plan ( TPP ) to date and since recoding a Notice of Default ( NOD ) of XX/XX/XXXX publically beginning the foreclosure process, Bank of America has been engaging in dual tracking and stonewalling practices for years including, but not limited to, park and stall tactics designed to hold their customers indefinitely in limbo until separation from the mortgaged property occurs. 
To date, I have not been informed of any cancellation of Trustee 's Sale, NOD or the Notice of Trustee Sale ( NTS ) of XX/XX/XXXX by way of the recording of a Rescission withdrawing both the NOD and NTS. 
78 ) Vexatious Solicitation. 
79 ) Negligent Solicitation. 
80 ) Fraudulent Solicitation. 
81 ) Loss of consortium of real property. 
82 ) Loss of consortium of a private home. 
83 ) Civil Rights Violations ( right to exist freely and naturally without fear of retalliation ). 
All previously mentioned resolutions are desired and mandatory.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,921XX,,Consent provided,Web,12/30/2016,Closed with explanation,Yes,Yes,2269353
10/23/2012,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33823,,,Postal mail,10/24/2012,Closed with explanation,Yes,No,177454
03/14/2018,Credit card or prepaid card,,,JPMORGAN CHASE & CO.,AR,717XX,,Consent not provided,Web,03/14/2018,Closed with monetary relief,Yes,,2842288
10/09/2016,Debt collection,,Company believes it acted appropriately as authorized by contract or law,"Collection Professionals, Inc. (Macomb, IL)",IL,626XX,,Consent not provided,Web,10/17/2016,Closed,Yes,No,2152814
03/03/2019,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",CA,94577,Servicemember,Consent not provided,Web,03/03/2019,Closed with explanation,Yes,,3167867
03/06/2018,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"I.C. System, Inc.",NY,11102,,Other,Web,03/06/2018,Closed with explanation,Yes,,2835207
06/25/2014,Mortgage,,,"REVERSE MORTGAGE SOLUTIONS, INC.",CA,945XX,,,Referral,06/27/2014,Closed,Yes,No,910693
02/13/2015,Mortgage,,,TD BANK US HOLDING COMPANY,NJ,080XX,,,Web,02/13/2015,Closed with explanation,Yes,No,1239754
06/13/2016,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Navient Solutions, LLC.",CA,90813,,Consent not provided,Web,06/13/2016,Closed with explanation,Yes,No,1967259
10/23/2016,Mortgage,"Describe what happened so we can understand the issue ... 
JPMorgan Chase Bank , N.A . and Chase Home Finance , LLC continue to abuse consumers in the mortgage market by practicing unfair, abusive, or deceptive lending and servicing practices. JPMorgan Chase Bank , N.A . and Chase Home Finance , LLC failed to provide Notification of Sale or Transfer of Mortgage Loans -- 12 CFR 1026.39 as outlined in Subpart XXXX - Special Rules for Certain Mortgage Transactions. 

CFPB Laws and Regulations TILA Prohibited Acts or Practices in Connection With Credit Secured by a Consumer 's Dwelling -- 12 CFR 1026.36. 
Notification of Sale or Transfer of Mortgage Loans -- 12 CFR 1026.39 "" Notice of new owner : No later than 30 calendar days after the date on which a mortgage loan is acquired by or otherwise sold, assigned, or otherwise transferred to a third party, the "" covered person '' shall notify the consumer clearly and conspicuously in writing, in a form that the consumer may keep, of such transfer and include : identification of the loan that was sold, assigned, or otherwise transferred ; name, address, and telephone number of the covered person ; date of transfer ; name, address, and telephone number of an agent or party having authority, on behalf of the covered person, to receive notice of the right to rescind and resolve issues concerning the consumer 's payments on the mortgage loan ; location where transfer of ownership of the debt to the covered person is or may be recorded in public records or, alternatively, that the transfer of ownership has not been recorded in public records at the time the disclosure is provided ; and at the option of the covered person, any other information regarding the transaction. '' Per the TILA Act, JPMorgan Chase Bank , N.A . and Chase Home Finance , LLC violated the regulations set forth in Notification of Sale or Transfer of Mortgage Loans -- 12 CFR 1026.39 of this Act in respect to the Notification of Sale or Transfer of Mortgage Loans of the subject property. The consumer that resides at the subject property never received the notice of the new owner from JPMorgan Chase Bank NA, Chase Home Finance , LLC or its affiliates. 
Per the TILA Act, JPMorgan Chase Bank , N.A . and Chase Home Finance , LLC violated the regulations set forth in Notification of Sale or Transfer of Mortgage Loans -- 12 CFR 1026.39 of this Act in respect to the Notification of Sale or Transfer of Mortgage Loans of the subject property. The consumer that resides at the subject property was never made aware of the initial servicer change from Chase Home Finance LLC to Ascension Capital Group between XXXX XXXX, XXXX and XXXX XXXX, XXXX. In Chase Home Finance LLC 's Motion to Modify the Automatic Stay, Chase Home Finance LLC states that they are party that "" services the first mortgage lien on the property '' on XXXX XXXX, XXXX in US Bankruptcy Court. 
Furthermore, Chase Home Finance LLC failed to inform the consumer of second servicer change to XXXX XXXX XXXX from Chase Home Finance within the thirty calendar day window. The consumer received written notice on XXXX XXXX, XXXX and the servicer change was effective XXXX XXXX, XXXX. 
.The revisions of Regulation Z have banned unfair, abusive and deceptive lending and servicing practices ; however, furthering its predatory lending and servicing practices, JPMorgan Chase Bank , NA and Chase Home Finance , LLC continue to violate CFPB Laws and Regulations TILA and Prohibited Acts or Practices in Connection With Credit Secured by a Consumer Dwelling-12 CFR 1026.36. 
JPMorgan Chase Bank , N.A . and Chase Home Finance , LLC 's predatory lending and servicing practices should be investigated by the FBI Mortgage Fraud Unit and the Bank and its affiliate should face significant Civil Penalties.",,JPMORGAN CHASE & CO.,IL,600XX,,Consent provided,Web,10/23/2016,Closed with explanation,Yes,Yes,2173867
03/13/2019,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NC,28216,Servicemember,Consent not provided,Web,03/13/2019,Closed with explanation,Yes,,3178381
03/05/2013,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,19131,,,Phone,03/05/2013,Closed with explanation,Yes,Yes,342621
03/04/2013,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,490XX,,,Referral,03/04/2013,Closed with explanation,Yes,No,340098
10/19/2012,Mortgage,,,WELLS FARGO & COMPANY,AZ,85044,,,Web,10/19/2012,Closed with explanation,Yes,Yes,174195
03/21/2013,Credit card,,,JPMORGAN CHASE & CO.,CO,81413,,,Web,03/26/2013,Closed with explanation,Yes,Yes,362540
05/27/2016,Mortgage,"My mortgage was serviced by LenderLive. I was current on the loan as of XXXX XXXX but I was out of work and using savings to pay. I agreed to a forbearance plan with LenderLive in XXXX XXXX. I explained that I need a security clearance to get work and therefore needed to avoid any negative credit reporting for the mortgage. They told me that they would not do negative credit reporting while I was on the forbearance plan. 

The forbearance plan was supposed to last for six months, until XXXX XXXX, XXXX. At that point I would enter into a repayment agreement with LenderLive according to the plan. Instead, LenderLive reported on my credit as if I was missing payments during the forbearance plan. I noticed the negative reporting in XXXX XXXX. I was looking at my credit because I was going up for security clearance for a job. When I called LenderLive about it they refused to fix the credit reporting. They had previously been ridiculously rude to me over the phone -- they even insulted me for being a XXXX veteran. 

In XXXX XXXX LenderLive transferred my loan to XXXX. XXXX did not have any information about the forbearance plan. As far as they were concerned, I was six months behind on my mortgage. After the transfer, LenderLive refused to talk to me about the issue or to fix it. They just directed me to XXXX. XXXX did n't have the records and did n't know what I was talking about. 

I want LenderLive to correct the information reported on my credit to reflect that I was on a forbearance plan and was not responsible for the payments from XXXX XXXX through XXXX XXXX. Therefore I should not have missed payments recorded for those dates. I would also like an apology for their insults of my status as a XXXX veteran.",Company believes complaint is the result of an isolated error,LENDER LIVE,CA,923XX,Servicemember,Consent provided,Web,05/27/2016,Closed with explanation,Yes,No,1945214
06/25/2014,Credit card,,,BARCLAYS BANK DELAWARE,IN,46375,,,Web,06/25/2014,Closed with monetary relief,Yes,No,911171
02/20/2018,Mortgage,,,FIFTH THIRD FINANCIAL CORPORATION,VA,23323,,,Referral,02/20/2018,Closed with explanation,Yes,,2820289
02/01/2018,Debt collection,"I am receiving several phone calls at my place of work ( XXXX is the number of the XXXX I work at ), regardless if I am there or not, every single day. I have myself gotten on the phone to tell them this is my place  of employment and they can not call me here but they continue. They have now learned my spouse also works at the same XXXX and have begun asking to speak to her as well. This has been going on for several weeks to the point my employer is considering it a distraction.",,PORTFOLIO RECOVERY ASSOCIATES INC,FL,,,Consent provided,Web,02/01/2018,Closed with non-monetary relief,Yes,,2800745
04/19/2016,Debt collection,,,"NELNET, INC.",MI,48213,,,Referral,04/21/2016,Closed with explanation,Yes,No,1887059
07/21/2015,Bank account or service,,,TD BANK US HOLDING COMPANY,NY,11369,,,Referral,07/22/2015,Closed with explanation,Yes,No,1479129
01/15/2014,Bank account or service,,,"CITIBANK, N.A.",FL,33186,,,Referral,01/21/2014,Closed with monetary relief,Yes,Yes,672154
06/10/2014,Mortgage,,,"QUICKEN LOANS, INC.",GA,30324,,,Web,06/10/2014,Closed with explanation,Yes,Yes,887609
08/09/2016,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,FL,33809,,,Postal mail,08/17/2016,Closed with explanation,Yes,No,2054579
04/03/2017,Credit reporting,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,303XX,,Consent not provided,Web,04/03/2017,Closed with explanation,Yes,No,2416906
01/21/2016,Credit reporting,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CO,80831,Servicemember,Consent not provided,Web,01/21/2016,Closed with explanation,Yes,Yes,1749286
04/12/2016,Credit card,BACK IN XXXX XXXX I SCHEDULED A {$27.00} PAYMENT FOR MY XX/XX/XXXX MACY 'S BILL.I FIRST SCHEDULED THE PAYMENT WITH MY CAPITAL ONE MACY 'S E BILL. THEN I CHANGED MY MIND AND SCHEDULED THE PAYMENT WITH MACY 'S ONLINE BILLING .BUT SOMETHING HAPPEN THAT RESULTED IN MACY 'S STEALING MY XXXX XXXX AND CHARGING {$27.00} LATE FEE AND NEVER PROCESSED MY PAYMENT.NOW FAST FORWARD XXXX XXXX AND EVEN THOUGH A NUMBER LATE FEES HAD BEEN CHARGED 2 MY ACCOUNT AND MACY 'S FAILED 2 ADDRESS MY COMPLAINT WITH CFPB DATED XXXX XXXX XXXX EVEN THOUGH THE ACCOUNT WAS IN DISPUTE MACY 'S IGNORE THE DISPUTE & CONTINUE 2 APPLY LATE FEES EVEN THOUGH I WAS NOT LATE WITH THE PAYMENTS.I BELIEVE MACY 'S FAILED 2 INVESTIGATE THE MISSING PAYMENT BECAUSE THEY EITHER STOLE IT OR LOST IT.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,100XX,,Consent provided,Web,04/12/2016,Closed with explanation,Yes,Yes,1874910
06/10/2016,Debt collection,"This company, RRS, LLC called me multiple times using different numbers ( XXXX ) XXXX and ( XXXX ) XXXX with the same call back number ( XXXX ) XXXX. It was a recorded message stating that this was in regards to a legal matter. I should have researched the number before I called back. Big mistake on my part! I called the number XXXX/XXXX/XXXX and requested this company never call me again. I also told them I was reporting them to DoNotCall.org. I have already reported the first number. The comment was that this company works with them. First of several more lies to come. The man I spoke to is XXXX XXXX. He was very evasive and rude. I asked him to please tell me what this was about several times. He would mumble his words ; and when I would react and say "" excuse me '', he would keep telling me to stop interrupting him. He then accused me of being rude and told me to stop talking to him like he was my husband, child, girlfriend, boyfriend or fiancee. He first said he was tasked to find me regarding fraud and that my parents were looking for me. The second lie. My only living parent knows right where to find me. He told me I am being charged with fraud in the State of XXXX. Third lie. I have not lived there in 13 years. The case number the message referred to covered about XXXX people, all of which he disclosed to me since I would not tell him my name. This was a trick to try and get my name. When he thought he had the right person, he said that was all he needed to know. Fourth lie. He said I am being charged with fraud for an account from XX/XX/XXXX from XXXX XXXX XXXX. I informed him I have no knowledge of such an account. I never acknowledged anything to him. Not my name, social security number or anything else. I told him I have never defrauded anyone. I also advised him that I am aware that any debt this old is no longer valid since it has exceeded the statute of limitations in any state ( 3 yrs in XXXX and 4 yrs in XXXX ). He said that there is no statute of limitations on fraud. The Statute of Limitations for Fraud in both XXXX and XXXX is 3 years. He rudely called me ignorant. I informed him I was not ignorant ; or I would not have known about statutes of limitations. He clearly does not know the meaning of this word. The last thing he said was "" I will see you in court ''. I hung up at that point.",,"Receivable Recovery Services, LLC",CA,900XX,,Consent provided,Web,06/14/2016,Closed with explanation,Yes,No,1963690
09/11/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,JPMORGAN CHASE & CO.,,,,,Phone,09/11/2018,Closed with explanation,Yes,,3015675
01/06/2012,Mortgage,,,JPMORGAN CHASE & CO.,CA,94086,,,Web,01/06/2012,Closed without relief,Yes,No,10476
05/04/2015,Student loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,94590,,Consent not provided,Web,05/06/2015,Closed with explanation,Yes,No,1359483
04/26/2019,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NY,11429,,Consent not provided,Web,04/26/2019,Closed with non-monetary relief,Yes,,3223404
01/09/2014,Debt collection,,,Alorica Inc.,CA,94533,,,Referral,01/10/2014,Closed with explanation,Yes,No,660593
04/02/2013,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91501,,,Web,04/02/2013,Closed with explanation,Yes,Yes,371447
06/05/2016,Mortgage,"Last fall I began working with CitiMortgage to modify my existing mortgage so that I could re-occupy my home. I surrendered the property to them XX/XX/XXXX when I moved to Arizona and knew I could not afford to keep the home at its current monthly payment of $ XXXX/mth. I had tried to sell the home before moving but did not have an offer. When I moved back to Massachusetts XX/XX/XXXX I rented an apartment that I could afford at $ XXXX/mth, and began trying to work with CitiMortgage again, since the home remained vacant. I sent a letter of hardship explaining that a divorce, my job as a XXXX, being a single mother, and an eventual bankruptcy caused financial hardship but that I wanted to keep the home if possible. After many months of providing paperwork, CitiMortgage offered me a modification that was higher than I had previously been paying, at $ XXXX/mth. They said the amount was more due to a lack of escrow, interest and owed payments. I told them I could n't accept the offer, since it was actually more than I had been paying before and this did not help my financial hardship in any way. I am still interested in keeping this home and it remains unoccupied.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,,,Consent provided,Web,06/05/2016,Closed with explanation,Yes,No,1954967
01/11/2018,Credit card or prepaid card,,,JPMORGAN CHASE & CO.,VA,22314,,Consent not provided,Web,01/11/2018,Closed with explanation,Yes,,2778070
08/01/2013,Debt collection,,,"Capital Management Services, LP",FL,33708,,,Postal mail,08/14/2013,Closed with non-monetary relief,Yes,No,464222
09/01/2015,Debt collection,"Company continues to call after being asked NOT too, harrasses, uses vulgar language and name calls, impersonates police officers and state authorities, makes false claims about opening criminal cases for not paying debt. Caller has never validated debt by mail or by phone, and will not allow caller to submit identity theft paperwork or police reports to their office. multiple callers will get on the line and shamelessly bash you into the ground.",Company believes it acted appropriately as authorized by contract or law,Solidus Group LLC.,NM,871XX,,Consent provided,Web,09/01/2015,Closed with explanation,Yes,No,1547828
10/05/2018,Mortgage,"Select Portfolio Servicing Company is a dept collection agency which is about the 5th company to buy up our original mortgage~ they are not tge original holder of the promissory note and have been threatening us with calls, shark attorneys and threatening letters of foreclosure for a few years now. They say they will work with us with remodification but keep the payment at an astronomical payment that they know we can not afford. Their lawywrs say they want to work with us at a mych less repayment amount but tge bank says not true..the bank had us fill out 3 lines online and never asks for income verification ~just tells us you qualify only for {$4500.00} a month and thats it! We were told at court by their lawyer XXXX XXXX XXXX to work with him, but then never gets back to us, and the bank says dont work with our lawyer work with us directly ... what are we to believe? We can afford {$2100.00} a month and have asked them if there is a program to put us in a balloon payment and work with us with this amount they say they have them but not for us!!! They say they want to gelp us stay in home but then tell us this stuff!! They dont even have the original note or even own it.. they bought up a bad debt and they know it!! We have read there is litigation about laws protecting consumers about people trying to forclose on people when they are not original note holder ... its illegal ~ look it up. The original mortgage company XXXX XXXX XXXX XXXX..told us before we were ever late for a payment, when i called them to tell them i was an injured XXXX XXXX on duty and lost my job and the economy crashed and my husbands carpentry business went under, they told me the only way they could help us was to default on mortgageYES they said thismiss 3 payments and we can then help! That was a disgusting damaging LIE that started this disaster for us..we missed payments we could not recover from..it destroyed our credit beyond repair. We have never truly been heard and we have begged and pleaded for the judge and state of NJ to please take this very seriously! We have been done totally wrong from 2006 to now. We never have an answer! We have been told over years the foreclosure is dismissed with no explainations..sold over and over ... different law firms have picked it up! We have never been able to resolve it properly and its been XXXX for our family!! I urge you to please help us!",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",NJ,,Servicemember,Consent provided,Web,10/05/2018,Closed with explanation,Yes,,3038783
07/25/2018,"Credit reporting, credit repair services, or other personal consumer reports","This correspondence is in response to the XX/XX/XXXX letter I sent to the three credit bureaus regarding late payments that XXXX XXXX ( XXXX ) reported on my credit report that has not been removed. I feel I have been patient and have demonstrated goodwill in my request to have late payments removed from my credit score report. By failing to update previously reported information, XXXX XXXX XXXX ( XXXX ) is in violation of Section 623 ( a ) ( 2 ) of the FCRA. 

I have attached the link that an FTC advisory opinion, ( https : //www.ftc.gov/XXXX ) which interprets Section 623 ( a ) ( 2 ) of the FCRA. The issue posed in the advisory opinion is how a lender is to handle a situation when subsequent information updates a report that was allegedly accurate when it was made but no longer is accurate in the present time ( i.e., the identical situation I am currently in ). 

The advisory opinion states that Section 623 ( a ) ( 2 ) of the FCRA addresses the duty to correct and update information by furnishers, or persons who furnish information to consumer reporting agencies ( CRA XXXX such as credit bureaus. In particular, this section requires a person that has furnished to a consumer reporting agency information that the person determines is not complete or accurate to promptly notify the consumer reporting agency of that determination and provide any information needed to make it complete and accurate. Thus, on its face, this provision requires a furnisher to provide corrected or updated information to the consumer reporting agency that it had reported to originally. This duty extends to all student loan accounts reported to CRAs, regardless of whether they were accurate at one point, because the section requires the furnisher both to update accounts as well as to correct. 
XXXX  XXXX XXXX ( XXXX ) communication regarding retroactive forbearances states If the forbearance was applied retroactively to cover a period of delinquency, any information previously reported to each nationwide consumer reporting agency will remain. However, Section 623 ( a ) ( 2 ) clearly shows that the reports must be updated/corrected regardless of whether they were accurate at one point. 

All of my XXXX accounts that were part of the XX/XX/XXXX late payments show forbearance status from XX/XX/XXXX through XX/XX/XXXX and forbearance from XX/XX/XXXX through XX/XX/XXXX. At this point in my loan I consolidated with Fed Loan Servicing ( XXXX ) and is I was truly late would they allow me to consolidate if I was not credit worthy? These late payments are restricting me from consolidating my private student loans that I took to obtain my Pharm D degree. I am just trying to manage my finances and start moving forward with my life but these credit bad marks of late payments by XXXX  XXXX XXXX ( XXXX ) are not allowing me to consolidate these private loans and receive the best interest rate and terms. Therefore, my credit reports do not currently accurately reflect previous payment statuses as XXXX XXXX has recorded them. I am thus requesting that in compliance with Section 623 ( a ) ( 2 ) of the FCRA that the accounts showing late payments in XX/XX/XXXX be updated and/or corrected and removed. 

I have attached letters I have sent to XXXX to this complaint Please assist me to get my credit report updated to accurately reflect my current payment status during XX/XX/XXXX through XX/XX/XXXX. Thank you. 

Respectfully, XXXX XXXX XXXX",,"EQUIFAX, INC.",CA,949XX,,Consent provided,Web,07/25/2018,Closed with explanation,Yes,,2973222
